"clave_institucion","clave_producto_hipotecario","producto_hipotecario","clave"
"068001","77302","Credito Hipotecario Tasa Fija - Tipo Pesos con Apoyo Infonavit","06800177302"
"068001","77303","Credito Hipotecario Tasa Fija - Tipo SWAP","06800177303"
"068001","77304"," ","06800177304"
"068002","0","No aplica","0680020"
"068003","0","No aplica","0680030"
"068004","0","No aplica","0680040"
"068004","30PMXN","Hipoteca Adquirida MXN","06800430PMXN"
"068005","0","No aplica","0680050"
"068006","0","No aplica","0680060"
"068007","0","No aplica","0680070"
"068009","0","No aplica","0680090"
"068010","0","No aplica","0680100"
"068011","0","No aplica","0680110"
"068012","0","No aplica","0680120"
"068013","0","No aplica","0680130"
"068014","0","No aplica","0680140"
"068015","0","No aplica","0680150"
"068016","0","No aplica","0680160"
"068017","0","No aplica","0680170"
"068018","0","No aplica","0680180"
"068019","0","No aplica","0680190"
"068020","0","No aplica","0680200"
"068020","77800","Adquisicion Pesos Tasa Fija, Economica","06802077800"
"068020","77801","Adquisicion Pesos Tasa Fija, Economica (Pagador Puntual)","06802077801"
"068020","77802","Adquisicion Pesos Tasa Fija Apoyo Infonavit, Economica","06802077802"
"068020","77803","Adquisicion Pesos Tasa Fija Apoyo Infonavit, Economica (Pagador Puntual)","06802077803"
"068020","77804","Adquisicion Pesos Tasa Fija, Media","06802077804"
"068020","77805","Adquisicion Pesos Tasa Fija, Media (Pagador Puntual)","06802077805"
"068020","77806","Adquisicion Pesos Tasa Fija Apoyo Infonavit, Media","06802077806"
"068020","77807","Adquisicion Pesos Tasa Fija Apoyo Infonavit, Media (Pagador Puntual)","06802077807"
"068020","77808","Adquisicion Pesos Tasa Fija, Residencial","06802077808"
"068020","77809","Adquisicion Pesos Tasa Fija, Residencial (Pagador Puntual)","06802077809"
"068020","77810","Adquisicion Pesos Tasa Fija Apoyo Infonavit, Residencial","06802077810"
"068020","77811","Adquisicion Pesos Tasa Fija Apoyo Infonavit, Residencial (Pagador Puntual)","06802077811"
"068020","77812","Adquisicion Veces Salarios Minimos, Economica","06802077812"
"068020","77813","Adquisicion Veces Salarios Minimos Apoyo Infonavit, Economica","06802077813"
"068020","77814","Adquisicion Veces Salarios Minimos, Media","06802077814"
"068020","77815","Adquisicion Veces Salarios Minimos Apoyo Infonavit, Media","06802077815"
"068020","77816","Adquisicion Veces Salarios Minimos, Residencial","06802077816"
"068020","77817","Adquisicion Veces Salarios Minimos Apoyo Infonavit, Residencial","06802077817"
"068020","77818","Cambio de Casa, Media","06802077818"
"068020","77819","Cambio de Casa, Media (Pagador Puntual)","06802077819"
"068020","77820","Cambio de Casa Apoyo Infonavit, Media","06802077820"
"068020","77821","Cambio de Casa Apoyo Infonavit, Media (Pagador Puntual)","06802077821"
"068020","77822","Cambio de Casa, Residencial","06802077822"
"068020","77823","Cambio de Casa, Residencial (Pagador Puntual)","06802077823"
"068020","77824","Cambio de Casa Apoyo Infonavit, Residencial","06802077824"
"068020","77825","Cambio de Casa Apoyo Infonavit, Residencial (Pagador Puntual)","06802077825"
"068020","77826","Enganche 0% Pesos, Economica","06802077826"
"068020","77827","Enganche 0% Pesos, Economica (Pagador Puntual)","06802077827"
"068020","77828","Enganche 0% Pesos, Media","06802077828"
"068020","77829","Enganche 0% Pesos, Media (Pagador Puntual)","06802077829"
"068020","77830","Enganche 0% Pesos, Residencial","06802077830"
"068020","77831","Enganche 0% Pesos, Residencial (Pagador Puntual)","06802077831"
"068020","77832","Enganche 0% VSM, Economica","06802077832"
"068020","77833","Enganche 0% VSM, Media","06802077833"
"068020","77834","Enganche 0% VSM, Residencial","06802077834"
"068020","77835","Enganche 5% Pesos, Economica","06802077835"
"068020","77836","Enganche 5% Pesos, Economica (Pagador Puntual)","06802077836"
"068020","77837","Enganche 5% Pesos, Media","06802077837"
"068020","77838","Enganche 5% Pesos, Media (Pagador Puntual)","06802077838"
"068020","77839","Enganche 5% Pesos, Residencial","06802077839"
"068020","77840","Enganche 5% Pesos, Residencial (Pagador Puntual)","06802077840"
"068020","77841","Enganche 5% VSM, Economica","06802077841"
"068020","77842","Enganche 5% VSM, Media","06802077842"
"068020","77843","Enganche 5% VSM, Residencial","06802077843"
"068020","77844","Hipoteca Facil, Media","06802077844"
"068020","77845","Hipoteca Facil Apoyo Infonavit, Media","06802077845"
"068020","77846","Hipoteca Facil, Residencial","06802077846"
"068020","77847","Hipoteca Facil Apoyo Infonavit, Residencial","06802077847"
"068020","77848","Hipoteca Joven No Preferente","06802077848"
"068020","77849","Hipoteca Joven Preferente","06802077849"
"068020","77850","Hipoteca Joven con Apoyo Infonavit No Preferente","06802077850"
"068020","77851","Hipoteca Joven con Apoyo Infonavit Preferente","06802077851"
"068020","77852","Hipoteca Joven Cofinanciamiento No Preferente","06802077852"
"068020","77853","Hipoteca Joven Cofinanciamiento Preferente","06802077853"
"068020","77854","Pre-Venta Pesos Tasa Fija, Economica","06802077854"
"068020","77855","Pre-Venta Pesos Tasa Fija, Economica (Pagador Puntual)","06802077855"
"068020","77856","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Economica","06802077856"
"068020","77857","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Economica (Pagador Puntual)","06802077857"
"068020","77858","Pre-Venta Pesos Tasa Fija, Media","06802077858"
"068020","77859","Pre-Venta Pesos Tasa Fija, Media (Pagador Puntual)","06802077859"
"068020","77860","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Media","06802077860"
"068020","77861","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Media (Pagador Puntual)","06802077861"
"068020","77862","Pre-Venta Pesos Tasa Fija, Residencial","06802077862"
"068020","77863","Pre-Venta Pesos Tasa Fija, Residencial (Pagador Puntual)","06802077863"
"068020","77864","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Residencial","06802077864"
"068020","77865","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Residencial (Pagador Puntual)","06802077865"
"068020","77866","Pre-Venta Veces Salarios Minimos, Economica","06802077866"
"068020","77867","Pre-Venta Veces Salarios Minimos, Media","06802077867"
"068020","77868","Pre-Venta Veces Salarios Minimos, Residencial","06802077868"
"068020","77869","Pre-Venta Veces Salarios Minimos Apoyo Infonavit, Economica","06802077869"
"068020","77870","Pre-Venta Veces Salarios Minimos Apoyo Infonavit, Media","06802077870"
"068020","77871","Pre-Venta Veces Salarios Minimos Apoyo Infonavit, Residencial","06802077871"
"068020","77872","Cofinavit Pesos B","06802077872"
"068020","77873","Cofinavit VSM B","06802077873"
"068020","77874","Cofinavit Pesos (Pagador Puntual) B","06802077874"
"068020","77875","Aliados Pesos","06802077875"
"068020","77876","Respaldados Pesos","06802077876"
"068020","77877","Aliados Pesos (Pagador Puntual)","06802077877"
"068020","77878","Respaldados Pesos (Pagador Puntual)","06802077878"
"068020","77879","Tu Opcion Mexico Pesos, Economica-Media","06802077879"
"068020","77880","Tu Opcion Mexico Pesos Apoyo Infonavit, Economica-Media","06802077880"
"068020","77881","Tu Opcion Mexico Pesos, Residencial","06802077881"
"068020","77882","Tu Opcion Mexico Pesos Apoyo Infonavit, Residencial","06802077882"
"068020","77883","Tu Opcion Mexico VSM, Economica-Media","06802077883"
"068020","77884","Tu Opcion Mexico VSM Apoyo Infonavit, Economica-Media","06802077884"
"068020","77885","Tu Opcion Mexico VSM, Residencial","06802077885"
"068020","77886","Tu Opcion Mexico VSM con Apoyo Infonavit, Residencial","06802077886"
"068020","77887","Lote con servicios","06802077887"
"068020","77888","Credito a la construccion, Media","06802077888"
"068020","77889","Credito a la construccion, Media (Pagador Puntual)","06802077889"
"068020","77890","Credito a la construccion Apoyo Infonavit, Media","06802077890"
"068020","77891","Credito a la construccion Apoyo Infonavit, Media (Pagador Puntual)","06802077891"
"068020","77892","Credito a la construccion, Residencial","06802077892"
"068020","77893","Credito a la construccion, Residencial (Pagador Puntual)","06802077893"
"068020","77894","Credito a la construccion Apoyo Infonavit, Residencial","06802077894"
"068020","77895","Credito a la construccion Apoyo Infonavit, Residencial (Pagador Puntual)","06802077895"
"068020","77896","Cofinavit A (Pagador Puntual)","06802077896"
"068020","77897","Cofinavit VSM A","06802077897"
"068020","77898","Pre-Venta Pesos Tasa Fija, Económica","06802077898"
"068020","77899","Pre-Venta Pesos Tasa Fija, Económica (Pagador Puntual)","06802077899"
"068020","77900","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Económica","06802077900"
"068020","77901","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Económica (Pagador Puntual)","06802077901"
"068020","77902","Pre-Venta Pesos Tasa Fija, Media","06802077902"
"068020","77903","Pre-Venta Pesos Tasa Fija, Media (Pagador Puntual)","06802077903"
"068020","77904","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Media","06802077904"
"068020","77905","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Media (Pagador Puntual)","06802077905"
"068020","77906","Pre-Venta Pesos Tasa Fija, Residencial","06802077906"
"068020","77907","Pre-Venta Pesos Tasa Fija, Residencial (Pagador Puntual)","06802077907"
"068020","77908","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Residencial","06802077908"
"068020","77909","Pre-Venta Pesos Tasa Fija Apoyo Infonavit, Residencial (Pagador Puntual)","06802077909"
"068020","77910","Pre-Venta Veces Salarios Mínimos, Económica","06802077910"
"068020","77911","Pre-Venta Veces Salarios Mínimos, Media","06802077911"
"068020","77912","Pre-Venta Veces Salarios Mínimos, Residencial","06802077912"
"068020","77913","Pre-Venta Veces Salarios Mínimos Apoyo Infonavit, Económica","06802077913"
"068020","77914","Pre-Venta Veces Salarios Mínimos Apoyo Infonavit, Media","06802077914"
"068020","77915","Pre-Venta Veces Salarios Mínimos Apoyo Infonavit, Residencial","06802077915"
"068020","77916","Cofinavit Pesos B","06802077916"
"068020","77917","Cofinavit VSM B","06802077917"
"068020","77918","Cofinavit Pesos (Pagador Puntual) B","06802077918"
"068020","77919","Aliados Pesos","06802077919"
"068020","77920","Respaldados Pesos","06802077920"
"068020","77921","Aliados Pesos (Pagador Puntual)","06802077921"
"068020","77922","Respaldados Pesos (Pagador Puntual)","06802077922"
"068020","77923","Tu Opción México Pesos, Económica-Media","06802077923"
"068020","77924","Tu Opción México Pesos Apoyo Infonavit, Económica-Media","06802077924"
"068020","77925","Tu Opción México Pesos, Residencial","06802077925"
"068020","77926","Tu Opción México Pesos Apoyo Infonavit, Residencial","06802077926"
"068020","77927","Tu Opción México VSM, Económica-Media","06802077927"
"068020","77928","Tu Opción México VSM Apoyo Infonavit, Económica-Media","06802077928"
"068020","77929","Tu Opción México VSM, Residencial","06802077929"
"068020","77930","Tu Opción México VSM con Apoyo Infonavit, Residencial","06802077930"
"068020","77931","Lote con servicios","06802077931"
"068020","77932","Crédito a la construcción, Media","06802077932"
"068020","77933","Crédito a la construcción, Media (Pagador Puntual)","06802077933"
"068020","77934","Crédito a la construcción Apoyo Infonavit, Media","06802077934"
"068020","77935","Crédito a la construcción Apoyo Infonavit, Media (Pagador Puntual)","06802077935"
"068020","77936","Crédito a la construcción, Residencial","06802077936"
"068020","77937","Crédito a la construcción, Residencial (Pagador Puntual)","06802077937"
"068020","77938","Crédito a la construcción Apoyo Infonavit, Residencial","06802077938"
"068020","77939","Crédito a la construcción Apoyo Infonavit, Residencial (Pagador Puntual)","06802077939"
"068020","77940","Cofinavit A (Pagador Puntual)","06802077940"
"068020","77941","Cofinavit VSM A","06802077941"
"068020","77942","Economía Emergente (Esquema pesos) tasa 14.15%","06802077942"
"068020","77943","Liquidez","06802077943"
"068020","77944","Economía Emergente (Esquema veces salarios mínimos) tasa 12.41%","06802077944"
"068020","77945","Economía Emergente (Esquema pesos) tasa 13.90%","06802077945"
"068020","77946","Economía Emergente (Esquema veces salarios mínimos) tasa 12.11%","06802077946"
"068020","77947","Alia2 Plus","06802077947"
"068020","77952","Termina de Arreglar tu Casa AI","06802077952"
"068021","0","No aplica","0680210"
"068026","200644","SHIPOTECARIO HIPOTECA PERSONAL SANTANDER SUST","068026200644"
"068026","210615","SHIPOTECARIO HIPOTECA PERSONAL SANTANDER  LIQUIDEZ","068026210615"
"068026","2337","Pago + Bajo (Adquisición)","0680262337"
"068026","2338","Hipoteca Light","0680262338"
"068026","2339","Hipoteca Light Cofinavit","0680262339"
"068026","2340","Hipoteca 10x1000 Seguro Mensual","0680262340"
"068026","2341","Hipoteca 10x1000 Apoyo INFONAVIT Seguro Mensual","0680262341"
"068026","2342","Hipoteca 10 x1000 Cofinavit Seguro Mensual","0680262342"
"068026","2343","Hipoteca 10x1000 Sustitución Seguro Mensual","0680262343"
"068026","2344","Hipoteca 10x1000 Liquidez Seguro MensuaL","0680262344"
"068026","2345","Pago + Bajo (Sustitución de Pasivos)","0680262345"
"068026","2346","Pago + Bajo (Remodelación)","0680262346"
"068026","2347","Hipoteca 10 x 1000 INFONAVIT","0680262347"
"068026","2348","Hipoteca 10 x 1000 COFINAVIT","0680262348"
"068026","2349","Hipoteca Light Apoyo INFONAVIT","0680262349"
"068026","2350","Hipoteca Light  Apoyo INFONAVIT Seguro Mensual","0680262350"
"068026","2351","Hipoteca Light Cofinanciamiento Seguro Mensual","0680262351"
"068026","2352","Hipoteca 10 x1000","0680262352"
"068026","2357","Hipoteca Light Seguro Mensual","0680262357"
"068026","2360","Hipoteca 10x1000 Sustitución","0680262360"
"068026","2361","Hipoteca Light Sustitución","0680262361"
"068026","2362","Hipoteca Light Sustitución Seguro Mensual","0680262362"
"068026","2363","Hipoteca 10X1000 Terminación de obra y remodelación","0680262363"
"068026","2364","Hipoteca Light Terminación de obra y  remodelación","0680262364"
"068026","2365","Hipoteca 10X1000 Terminación de obra, Remodelación Seguro Mensual","0680262365"
"068026","2366","Hipoteca Light Terminación de obra, Remodelación Seguro Mensual","0680262366"
"068026","2367","Hipoteca 10 x 1000 Liquidez","0680262367"
"068026","2368","Hipoteca Light Liquidez","0680262368"
"068026","2370","Hipoteca Light Liquidez Seguro Mensual","0680262370"
"068026","2373","Porción ""B"" Hipoteca Light Cofinavit","0680262373"
"068026","2374","Porción ""B"" Hipoteca 10X1000 Cofinavit","0680262374"
"068026","2375","Hipoteca 10X1000 FOVISSSTE","0680262375"
"068026","2376","Hipoteca 10X1000 FOVISSSTE Seguro mensual","0680262376"
"068026","2377","Hipoteca 10x1000 FOVISSSTE Pagos Crecientes Seguro Financiado","0680262377"
"068026","2378","Hipoteca Light FOVISSSTE Seguro mensual","0680262378"
"068026","2379","Adquisición de Terreno","0680262379"
"068026","2380","Adquisición de Terreno PU","0680262380"
"068026","2381","Liquidez","0680262381"
"068026","2382","Liquidez PU","0680262382"
"068026","2396","Hipoteca Santander Premier. Adquisición. Pagos Programados","0680262396"
"068026","2397","Hipoteca Santander Premier. Adquisición con Apoyo INFONAVIT. Pagos Programados","0680262397"
"068026","2398","Hipoteca Santander Premier. COFINAVIT. Pagos Programados","0680262398"
"068026","2399","Hipoteca Santander Premier. FOVISSSTE. Pagos Programados","0680262399"
"068026","2400","Hipoteca Santander Premier. Sustitución. Pagos Programados","0680262400"
"068026","2401","Hipoteca Santander Premier. Liquidez. Pagos Programados","0680262401"
"068026","2402","Hipoteca Santander Premier Seguro Mensual. Adquisición. Pagos Programados","0680262402"
"068026","2403","Hipoteca Santander Premier Seguro Mensual. Adquisición con Apoyo INFONAVIT. Pagos Programados","0680262403"
"068026","2404","Hipoteca Santander Premier Seguro Mensual. COFINAVIT. Pagos Programados","0680262404"
"068026","2405","Hipoteca Santander Premier Seguro Mensual. FOVISSSTE. Pagos Programados","0680262405"
"068026","2406","Hipoteca Santander Premier Seguro Mensual. Sustitución. Pagos Programados","0680262406"
"068026","2407","Hipoteca Santander Premier Seguro Mensual. Liquidez. Pagos Programados","0680262407"
"068026","2408","Porción ""B"" Hipoteca Santander Premier. COFINAVIT.","0680262408"
"068026","2420","Hipoteca Santander Premier. Adquisición. Pagos Congelados","0680262420"
"068026","2421","Hipoteca Santander Premier. COFINAVIT. Pagos Congelados","0680262421"
"068026","2422","Hipoteca Santander Premier. FOVISSSTE. Pagos Congelados","0680262422"
"068026","2423","Hipoteca Santander Premier. Sustitución. Pagos Congelados","0680262423"
"068026","2424","Hipoteca Santander Premier. Liquidez. Pagos Congelados","0680262424"
"068026","2425","Hipoteca Santander Premier Seguro Mensual. Adquisición. Pagos Congelados","0680262425"
"068026","2426","Hipoteca Santander Premier Seguro Mensual. COFINAVIT. Pagos Congelados","0680262426"
"068026","2427","Hipoteca Santander Premier Seguro Mensual. FOVISSSTE. Pagos Congelados","0680262427"
"068026","2428","Hipoteca Santander Premier Seguro Mensual. Sustitución. Pagos Congelados","0680262428"
"068026","2429","Hipoteca Santander Premier Seguro Mensual. Liquidez. Pagos Congelados","0680262429"
"068026","2431","Hipoteca Santander Premier. Adquisición con Apoyo INFONAVIT. Pagos Congelados","0680262431"
"068026","2432","Hipoteca Santander Premier Seguro Mensual. Adquisición con Apoyo INFONAVIT. Pagos Congelados","0680262432"
"068026","2469","Hipoteca Inteligente. Adquisición","0680262469"
"068026","2470","Hipoteca Inteligente. Adquisición con Apoyo INFONAVIT","0680262470"
"068026","2471","Hipoteca Inteligente. COFINAVIT","0680262471"
"068026","2472","Hipoteca Inteligente. FOVISSSTE","0680262472"
"068026","2473","Hipoteca Inteligente. Sustitución","0680262473"
"068026","2474","Hipoteca Inteligente. Terminación de Obra y Remodelación","0680262474"
"068026","2475","Hipoteca Inteligente. Liquidez","0680262475"
"068026","2476","Hipoteca Inteligente Seguro Mensual. Aquisición","0680262476"
"068026","2477","Hipoteca Inteligente Seguro Mensual. Adquisición con Apoyo INFONAVIT","0680262477"
"068026","2478","Hipoteca Inteligente Seguro Mensual. COFINAVIT","0680262478"
"068026","2479","Hipoteca Inteligente Seguro Mensual. FOVISSSTE","0680262479"
"068026","2480","Hipoteca Inteligente Seguro Mensual. Sustitución","0680262480"
"068026","2481","Hipoteca Inteligente Seguro Mensual. Terminación de Obra y Remodelación","0680262481"
"068026","2482","Hipoteca Inteligente Seguro Mensual. Liquidez","0680262482"
"068026","2483","Porción ""B"" Hipoteca Inteligente. COFINAVIT","0680262483"
"068026","2484","Hipoteca NG. Adquisición","0680262484"
"068026","2485","Hipoteca NG. Adquisición con Apoyo INFONAVIT","0680262485"
"068026","2486","Hipoteca NG. COFINAVIT","0680262486"
"068026","2487","Hipoteca NG. FOVISSSTE","0680262487"
"068026","2488","Hipoteca NG. Sustitución","0680262488"
"068026","2489","Hipoteca NG. Terminación de Obra y Remodelación","0680262489"
"068026","2490","Hipoteca NG. Liquidez","0680262490"
"068026","2491","Hipoteca NG Seguro Mensual. Aquisición","0680262491"
"068026","2492","Hipoteca NG Seguro Mensual. Adquisición con Apoyo INFONAVIT","0680262492"
"068026","2493","Hipoteca NG Seguro Mensual. COFINAVIT","0680262493"
"068026","2494","Hipoteca NG Seguro Mensual. FOVISSSTE","0680262494"
"068026","2495","Hipoteca NG Seguro Mensual. Sustitución","0680262495"
"068026","2496","Hipoteca NG Seguro Mensual. Terminación de Obra y Remodelación","0680262496"
"068026","2497","Hipoteca NG Seguro Mensual. Liquidez","0680262497"
"068026","2498","Porción ""B"" Hipoteca NG. COFINAVIT","0680262498"
"068026","2503","Hipoteca 10 x 1000 Construcción en terreno propio Pagos Congelados Seguro Mensual","0680262503"
"068026","2504","Hipoteca Santander Premier Construcción en terreno propio Pagos Congelados Seguro Mensual","0680262504"
"068026","2505","Hipoteca Inteligente Santander Construcción en terreno propio Pagos Variables Seguro Mensual","0680262505"
"068026","2509","Hipoteca 10 x 1000 Adquisición de Terreno + Construcción Pagos Congelados Seguro Mensual","0680262509"
"068026","2510","Hipoteca Santander Premier Adquisición de Terreno + Construcción Pagos Congelados Seguro Mensual","0680262510"
"068026","2511","Hipoteca Inteligente Santander Adquisición de terreno + Construcción Pagos Variables Seguro Mensual","0680262511"
"068026","2560","Hipoteca 10 x 1000 Mejora de Condiciones Pagos Congelados Seguro Financiado","0680262560"
"068026","2561","Hipoteca 10x1000 Mejora de Condiciones Pagos Crecientes Seguro Financiado","0680262561"
"068026","2562","Hipoteca Inteligente Santander Mejora de Condiciones Pagos Variables Seguro Financiado","0680262562"
"068026","2563","Hipoteca 10 x 1000 Mejora de Condiciones Pagos Congelados Seguro Mensual","0680262563"
"068026","2564","Hipoteca 10x1000 Mejora de Condiciones Pagos Crecientes Seguro Mensual","0680262564"
"068026","2565","Hipoteca Inteligente Santander Mejora de Condiciones Pagos Variables Seguro Mensual","0680262565"
"068026","2566","Hipoteca Santander Premier Mejora de Condiciones Pagos Crecientes Seguro Financiado.Tasa 8.49","0680262566"
"068026","2567","Hipoteca Santander Premier Mejora de Condiciones Pagos Crecientes Seguro Mensual. Tasa 8.49","0680262567"
"068026","2568","Hipoteca Santander Premier Mejora de Condiciones Pagos Congelados Seguro Financiado. Tasa 8.49","0680262568"
"068026","2569","Hipoteca Santander Premier Mejora de condiciones Pagos Congelados Seguro Mensual. Tasa 8.49","0680262569"
"068026","2570","Hipoteca Santander Premier Mejora de Condiciones Pagos Crecientes Seguro Financiado","0680262570"
"068026","2571","Hipoteca Santander Premier Mejora de Condiciones Pagos Crecientes Seguro Mensual","0680262571"
"068026","2572","Hipoteca Santander Premier Mejora de Condiciones Pagos Congelados Seguro Financiado","0680262572"
"068026","2573","Hipoteca Santander Premier Mejora de condiciones Pagos Congelados Seguro Mensual","0680262573"
"068026","2575","Hipoteca Santander Select Adquisición Pagos Crecientes Seguro Financiado","0680262575"
"068026","2576","Hipoteca Santander Select COFINAVIT Pagos Crecientes Seguro Financiado","0680262576"
"068026","2577","Hipoteca Santander Select FOVISSSTE Pagos Crecientes Seguro Financiado","0680262577"
"068026","2578","Hipoteca Santander Select Sustitución Pagos Crecientes Seguro Financiado","0680262578"
"068026","2579","Hipoteca Santander Select Liquidez Pagos Crecientes Seguro Financiado","0680262579"
"068026","2580","Hipoteca Santander Select Adquisición con Apoyo INFONAVIT Pagos Crecientes Seguro Financiado","0680262580"
"068026","2581","Hipoteca Santander Select Mejora de Condiciones Pagos Crecientes Seguro Financiado","0680262581"
"068026","2582","Hipoteca Santander Select Adquisición Pagos Crecientes Seguro Mensual","0680262582"
"068026","2583","Hipoteca Santander Select COFINAVIT Pagos Crecientes Seguro Mensual","0680262583"
"068026","2584","Hipoteca Santander Select FOVISSSTE Pagos Crecientes Seguro Mensual","0680262584"
"068026","2585","Hipoteca Santander Select Sustitución Pagos Crecientes Seguro Mensual","0680262585"
"068026","2586","Hipoteca Santander Select Liquidez Pagos Crecientes Seguro Mensual","0680262586"
"068026","2587","Hipoteca Santander Select Adquisición con Apoyo INFONAVIT Pagos Crecientes Seguro Mensual","0680262587"
"068026","2588","Hipoteca Santander Select Mejora de Condiciones Pagos Crecientes Seguro Mensual","0680262588"
"068026","2589","Hipoteca Santander Select Adquisición Pagos Congelados Seguro Financiado","0680262589"
"068026","2590","Hipoteca Santander Select COFINAVIT Pagos Congelados Seguro Financiado","0680262590"
"068026","2591","Hipoteca Santander Select FOVISSSTE Pagos Congelados Seguro Financiado","0680262591"
"068026","2592","Hipoteca Santander Select Sustitución Pagos Congelados Seguro Financiado","0680262592"
"068026","2593","Hipoteca Santander Select Liquidez Pagos Congelados Seguro Financiado","0680262593"
"068026","2594","Hipoteca Santander Select Adquisición con Apoyo INFONAVIT Pagos Congelados Seguro Financiado","0680262594"
"068026","2595","Hipoteca Santander Select Mejora de Condiciones Pagos Congelados Seguro Financiado","0680262595"
"068026","2596","Hipoteca Santander Select Adquisición Pagos Congelados Seguro Mensual","0680262596"
"068026","2597","Hipoteca Santander Select COFINAVIT Pagos Congelados Seguro Mensual","0680262597"
"068026","2598","Hipoteca Santander Select FOVISSSTE Pagos Congelados Seguro Mensual","0680262598"
"068026","2599","Hipoteca Santander Select Sustitución Pagos Congelados Seguro Mensual","0680262599"
"068026","2600","Hipoteca Santander Select Liquidez Pagos Congelados Seguro Mensual","0680262600"
"068026","2601","Hipoteca Santander Select Adquisición con Apoyo INFONAVIT Pagos Congelados Seguro Mensual","0680262601"
"068026","2602","Hipoteca Santander Select Construcción en terreno propio Pagos Congelados Seguro Mensual","0680262602"
"068026","2603","Hipoteca Santander Select Adquisición de terreno + Construcción Pagos Congelados Seguro Mensual","0680262603"
"068026","2604","Hipoteca Santander Select Mejora de condiciones Pagos Congelados Seguro Mensual","0680262604"
"068026","2605","Hipoteca Santander Premier Remodelación y ampliación Pagos Congelados Seguro Financiado","0680262605"
"068026","2606","Hipoteca Santander Premier Remodelación y ampliación Pagos Congelados Seguro Mensual","0680262606"
"068026","2607","Hipoteca Santander Premier Remodelación y ampliación Pagos Crecientes Seguro Financiado","0680262607"
"068026","2608","Hipoteca Santander Premier Remodelación y ampliación Pagos Crecientes Seguro Mensual","0680262608"
"068026","2609","Hipoteca Santander Select Remodelación y ampliación Pagos Congelados Seguro Financiado","0680262609"
"068026","2610","Hipoteca Santander Select Remodelación y ampliación Pagos Congelados Seguro Mensual","0680262610"
"068026","2611","Hipoteca Santander Select Remodelación y ampliación Pagos Crecientes Seguro Financiado","0680262611"
"068026","2612","Hipoteca Santander Select Remodelación y ampliación Pagos Crecientes Seguro Mensual","0680262612"
"068026","2613","Hipoteca 10 x 1000 Terminación de Obra Pagos Congelados Seguro Financiado","0680262613"
"068026","2614","Hipoteca 10 x 1000 Terminación de Obra Pagos Congelados Seguro Mensual","0680262614"
"068026","2615","Hipoteca 10x1000 Terminación de Obra Pagos Crecientes Seguro Financiado","0680262615"
"068026","2616","Hipoteca 10x1000 Terminación de Obra Pagos Crecientes Seguro Mensual","0680262616"
"068026","2617","Hipoteca Santander Premier Terminación de Obra Pagos Congelados Seguro Financiado","0680262617"
"068026","2618","Hipoteca Santander Premier Terminación de Obra Pagos Congelados Seguro Mensual","0680262618"
"068026","2619","Hipoteca Santander Premier Terminación de Obra Pagos Crecientes Seguro Financiado","0680262619"
"068026","2620","Hipoteca Santander Premier Terminación de Obra Pagos Crecientes Seguro Mensual","0680262620"
"068026","2621","Hipoteca Santander Select Terminación de Obra Pagos Congelados Seguro Financiado","0680262621"
"068026","2622","Hipoteca Santander Select Terminación de Obra Pagos Congelados Seguro Mensual","0680262622"
"068026","2623","Hipoteca Santander Select Terminación de Obra Pagos Crecientes Seguro Financiado","0680262623"
"068026","2624","Hipoteca Santander Select Terminación de Obra Pagos Crecientes Seguro Mensual","0680262624"
"068026","2625","Hipoteca Inteligente Santander Terminación de Obra Pagos Variables Seguro Financiado","0680262625"
"068026","2626","Hipoteca Inteligente Santander Terminación de Obra Pagos Variables Seguro Mensual","0680262626"
"068026","2627","Hipoteca Santander Red Salud Pagos Congelados Seguro Financiado","0680262627"
"068026","2628","Hipoteca Santander Red Salud Pagos Congelados Seguro Mensual","0680262628"
"068027","30PMXN","Hipoteca Adquirida MXN","06802730PMXN"
"068034","068034001","Adquisición de vivienda","068034068034001"
"068034","068034002","Construcción","068034068034002"
"068034","068034003","Liquidez","068034068034003"
"068034","068034004","Pago de Pasivos","068034068034004"
"068036","0","No aplica","0680360"
"068036","04030701","Infonavit Total","06803604030701"
"068036","13001","Hipoteca 10X1000 Adquisición  con Apoyo INFONAVIT Pagos Congelados Seguro Financiado","06803613001"
"068036","13002","Hipoteca 10X1000 Adquisición con Apoyo INFONAVIT Pagos Congelados Seguro Mensual","06803613002"
"068036","13003","Hipoteca 10x1000 Adquisición con Apoyo INFONAVIT Pagos Crecientes Seguro Financiado","06803613003"
"068036","13004","Hipoteca 10x1000 Adquisición con Apoyo infonavit Pagos Crecientes Seguro Mensual","06803613004"
"068036","13005","Hipoteca 10X1000 Adquisición de Terreno + Construcción Pagos Congelados Seguro Mensual","06803613005"
